2017-11-10 07:50:28,20171110075155,2017-11-10 07:50:28,,0,공사,[서해안선]영광부근(64K)-영광부근(61K) (1차로)노면 보수 작업중 1차로 차단  작업,126.5798,35.3486
2017-11-10 07:51:51,20171110075218,2017-11-10 07:51:51,,0,공사,[호남선]전주부근(172K)-전주부근(171K) (2차로) 시설물 개량 작업중 2차로 차단  작업,127.1808,36.7696
2017-11-10 07:52:01,6943,2017-11-10 07:49:02,2017-11-10 08:19:00,1,사고 ,양재대로 양재IC7 트럭터미널앞 1차로 주의운전 차량고장 -,127.0376202,37.4621406
2017-11-10 07:52:30,6951,2017-11-10 07:47:02,2017-11-10 18:00:00,0,공사 ,남해안대로 원진삼거리 배둔터미널 1차로 주의운전 도로공사 -,128.3714966,35.0620341
2017-11-10 07:52:38,20171110075338,2017-11-10 07:52:38,,0,공사,[중부선]경기광주JC부근(343K)-곤지암(340K) (1차로)도로 개량 공사중 1,2차로 차단  작업,127.3158,37.3803
2017-11-10 07:52:38,20171110075338,2017-11-10 07:52:38,,0,공사,[중부선]곤지암(340K)-경기광주JC부근(343K) (1차로)도로 개량 공사중 1,2차로 차단  작업,127.3199,37.3554
2017-11-10 07:53:00,6953,2017-11-10 07:44:02,2017-11-10 08:14:00,1,사고 ,내기2길 내기삼거리 매성교 1차로 출근차량으로 인한  교통 정쩨  -,126.784136,35.0392882
2017-11-10 07:53:30,6955,2017-11-10 07:45:02,2017-11-10 18:00:00,0,공사 ,경기대로 송탄여고앞 송탄출장소사거리 3차로 주의운전 도로공사 -,127.064079783699,37.067584137188
2017-11-10 07:53:43,20171110075100,2017-11-10 07:53:43,,0,공사,[천안논산선]탄천IC(222K) (1차로)중분대 가드레일 보수 작업중  작업,127.1025,36.0816
2017-11-10 07:54:00,6958,2017-11-10 07:45:02,2017-11-10 08:15:00,1,사고 ,범전로 삼전교차로 버전동새마을금고 1차로 교통사고발생 후방차량 주의및안전운전요망 교통사고 -,129.0634076,35.1642551
2017-11-10 07:54:30,6960,2017-11-10 07:45:02,2017-11-10 18:00:00,0,공사 ,신음새동네길 부거리 해돋이아파트 1차로 주의운전 도로공사 -,128.122112492462,36.1328411862223
2017-11-10 07:54:30,20171110075600,2017-11-10 07:54:30,,0,공사,[중부내륙선]충주부근(222K)-괴산부근(216K) (1차로)시설물복구 작업중 1차로 차단  작업,127.8474,36.956
2017-11-10 07:54:31,20171110075500,2017-11-10 07:54:31,,0,공사,[천안논산선]탄천휴게소(222K) (1차로)중분대 가드레일 보수 작업중  작업,127.1025,36.0816
2017-11-10 07:55:54,20171110075639,2017-11-10 07:55:54,,0,공사,[중부내륙선]충주분기점부근(242K)-충주분기점부근(244K) (2차로)터널등설치 작업중 2차로 차단  작업,127.7243,37.0654
2017-11-10 07:55:59,20171110075640,2017-11-10 07:55:59,,0,공사,[경부선]영천부근(100K) (2,3차로)비탈면 보강 작업중 2,3차로 차단  작업,128.9283,35.9051
2017-11-10 07:56:19,20171110075700,2017-11-10 07:56:19,,0,공사,[천안논산선]탄천IC(222K) (1차로)중분대 가드레일 보수 작업중  작업,127.1025,36.0816
2017-11-10 07:56:25,20171110075443,2017-11-10 07:56:25,,0,공사,[영동선]대관령1터널(215K)-대관령1터널(217K) (2차로)소화기 교체작업중 2차로 차단  작업,128.7312,37.6681
2017-11-10 07:56:34,20171110075729,2017-11-10 07:56:34,,0,공사,[중부내륙선]중원터널(245K)-충주분기점부근(243K) (2,3차로)터널등 설치작업중 2,3차로 차단  작업,127.717,37.0953
